"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-04-03","75","H,,S","82",",,S","65",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-04-04","76","H,,S",,,,
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-04-05","78","H,,S","87",",,S","65",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-04-06","78","H,,S","87",",,S","65",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-04-07","80","H,,S","87",",,S","65",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-04-08","80","H,,S","87",",,S","65",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-04-09","79","H,,S","87",",,S","65",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-04-10","81","H,,S","91",",,S","65",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-04-11","79","H,,S","92",",,S","65",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-04-12","78","H,,S","92",",,S","65",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-04-13","77","H,,S","89",",,S","65",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-04-14","80","H,,S",,,,
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-04-15","79","H,,S","92",",,S","65",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-04-16","80","H,,S","91",",,S","65",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-04-17","78","H,,S","87",",,S","65",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-04-18","78","H,,S","87",",,S","65",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-04-19","78","H,,S","87",",,S","65",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-04-20","79","H,,S","86",",,S","65",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-04-21","77","H,,S","86",",,S","65",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-04-22","76","H,,S","83",",,S","65",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-04-23","78","H,,S","85",",,S","65",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-04-24","81","H,,S","87",",,S","65",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-04-25","79","H,,S","89",",,S","65",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-04-26","81","H,,S","92",",,S","65",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-04-27","83","H,,S","92",",,S","65",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-04-28","81","H,,S","91",",,S","65",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-04-29","80","H,,S","91",",,S","65",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-04-30","81","H,,S","91",",,S","65",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-05-01","83","H,,S","93",",,S","66",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-05-02","83","H,,S","94",",,S","67",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-05-03","82","H,,S","96",",,S","67",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-05-04","82","H,,S","94",",,S","66",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-05-05","81","H,,S","91",",,S","68",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-05-06","79","H,,S","90",",,S","65",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-05-07","80","H,,S","88",",,S","65",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-05-08","81","H,,S","89",",,S","67",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-05-09","81","H,,S","89",",,S","67",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-05-10","81","H,,S","89",",,S","68",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-05-11","81","H,,S","90",",,S","68",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-05-12","81","H,,S","91",",,S","66",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-05-13","81","H,,S","91",",,S","68",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-05-14","81","H,,S","91",",,S","68",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-05-15","82","H,,S","91",",,S","68",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-05-16","82","H,,S","91",",,S","68",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-05-17","83","H,,S","92",",,S","70",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-05-18","82","H,,S","90",",,S","70",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-05-19","81","H,,S","90",",,S","71",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-05-20","82","H,,S","88",",,S","71",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-05-21","79","H,,S","90",",,S","71",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-05-22","77","H,,S","96",",,S","70",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-05-23","79","H,,S","87",",,S","70",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-05-24","79","H,,S","88",",,S","70",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-05-25","83","H,,S","91",",,S","70",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-05-26","84","H,,S","95",",,S","73",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-05-27","84","H,,S","94",",,S","73",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-05-28","82","H,,S","94",",,S","73",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-05-29","82","H,,S","93",",,S","73",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-05-30","83","H,,S","98",",,S","73",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-05-31","81","H,,S","97",",,S","72",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-06-01","83","H,,S","95",",,S","72",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-06-02","85","H,,S","95",",,S","72",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-06-03","82","H,,S","93",",,S","73",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-06-04","79","H,,S","93",",,S","74",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-06-05","82","H,,S","91",",,S","72",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-06-06","82","H,,S","92",",,S","71",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-06-07","83","H,,S","94",",,S","73",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-06-08","83","H,,S","94",",,S","73",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-06-09","83","H,,S","92",",,S","73",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-06-10","83","H,,S","95",",,S","71",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-06-11","83","H,,S","92",",,S","73",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-06-12","81","H,,S","93",",,S","73",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-06-13","82","H,,S","91",",,S","73",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-06-14","81","H,,S","91",",,S","73",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-06-15","81","H,,S","90",",,S","73",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-06-16","80","H,,S","90",",,S","72",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-06-17","81","H,,S",,,,
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-06-18","82","H,,S","93",",,S","74",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-06-19","83","H,,S","91",",,S","73",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-06-20","82","H,,S","92",",,S","73",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-06-21","83","H,,S","96",",,S","72",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-06-22","83","H,,S","93",",,S","72",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-06-23","84","H,,S","96",",,S","73",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-06-24","84","H,,S","95",",,S","73",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-06-25","83","H,,S","95",",,S","74",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-06-26","83","H,,S","97",",,S","73",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-06-27","85","H,,S","97",",,S","74",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-06-28","84","H,,S","97",",,S","74",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-06-29","83","H,,S","92",",,S","74",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-06-30","83","H,,S","91",",,S","74",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-07-01","81","H,,S","94",",,S","72",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-07-02","83","H,,S","91",",,S","73",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-07-03","83","H,,S","94",",,S","73",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-07-04","83","H,,S","94",",,S","74",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-07-05","82","H,,S","93",",,S","74",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-07-06","81","H,,S","94",",,S","72",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-07-07","81","H,,S","90",",,S","72",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-07-08","83","H,,S","92",",,S","73",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-07-09","83","H,,S","90",",,S","73",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-07-10","82","H,,S","90",",,S","73",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-07-11","82","H,,S","90",",,S","70",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-07-12","84","H,,S","92",",,S","73",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-07-13","80","H,,S","92",",,S","71",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-07-14","80","H,,S","89",",,S","70",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-07-15","82","H,,S","92",",,S","71",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-07-16","82","H,,S","90",",,S","72",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-07-17","82","H,,S","92",",,S","72",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-07-18","81","H,,S",,,,
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-07-19","83","H,,S","93",",,S","73",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-07-20","84","H,,S","93",",,S","73",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-07-21","82","H,,S","94",",,S","72",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-07-22","80","H,,S","91",",,S","74",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-07-23","80","H,,S","90",",,S","72",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-07-24","81","H,,S","90",",,S","72",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-07-25","83","H,,S","90",",,S","72",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-07-26","83","H,,S","91",",,S","72",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-07-27","81","H,,S","91",",,S","73",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-07-28","80","H,,S","90",",,S","73",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-07-29","81","H,,S","92",",,S","73",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-07-30","81","H,,S","92",",,S","73",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-07-31","84","H,,S","91",",,S","73",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-08-01","80","H,,S","90",",,S","73",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-08-02","84","H,,S","91",",,S","73",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-08-03","83","H,,S","93",",,S","73",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-08-04","82","H,,S","93",",,S","73",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-08-05","83","H,,S","92",",,S","74",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-08-06","84","H,,S","92",",,S","73",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-08-07","83","H,,S","93",",,S","73",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-08-08","84","H,,S","96",",,S","73",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-08-09","85","H,,S","93",",,S","74",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-08-10","83","H,,S","93",",,S","74",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-08-11","83","H,,S","93",",,S","74",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-08-12","82","H,,S","93",",,S","73",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-08-13","81","H,,S","93",",,S","73",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-08-14","85","H,,S","94",",,S","74",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-08-15","83","H,,S","94",",,S","74",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-08-16","83","H,,S","93",",,S","75",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-08-17","84","H,,S","93",",,S","74",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-08-18","83","H,,S","93",",,S","72",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-08-19","82","H,,S","95",",,S","72",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-08-20","83","H,,S","93",",,S","72",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-08-21","84","H,,S","95",",,S","73",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-08-22","83","H,,S","95",",,S","73",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-08-23","77","H,,S","90",",,S","73",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-08-24","81","H,,S","91",",,S","73",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-08-25","79","H,,S","91",",,S","73",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-08-26","77","H,,S","91",",,S","73",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-08-27","80","H,,S","92",",,S","72",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-08-28","80","H,,S","93",",,S","72",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-08-29","81","H,,S","91",",,S","73",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-08-30","85","H,,S","90",",,S","72",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-08-31","81","H,,S","89",",,S","73",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-09-01","83","H,,S","89",",,S","73",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-09-02","83","H,,S","90",",,S","72",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-09-03","82","H,,S","90",",,S","71",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-09-04","81","H,,S","89",",,S","72",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-09-05","81","H,,S","89",",,S","72",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-09-06","82","H,,S","90",",,S","73",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-09-07","84","H,,S","95",",,S","73",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-09-08","83","H,,S","92",",,S","73",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-09-09","82","H,,S","91",",,S","73",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-09-10","81","H,,S","91",",,S","74",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-09-11","84","H,,S","91",",,S","71",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-09-12","82","H,,S","93",",,S","72",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-09-13","82","H,,S","91",",,S","72",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-09-14","80","H,,S","90",",,S","72",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-09-15","81","H,,S","91",",,S","72",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-09-16","81","H,,S","90",",,S","72",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-09-17","80","H,,S","90",",,S","72",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-09-18","82","H,,S","93",",,S","71",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-09-19","81","H,,S","94",",,S","72",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-09-20","81","H,,S","91",",,S","71",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-09-21","81","H,,S","90",",,S","72",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-09-22","82","H,,S","90",",,S","72",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-09-23","81","H,,S","92",",,S","72",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-09-24","81","H,,S","89",",,S","72",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-09-25","82","H,,S","90",",,S","72",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-09-26","82","H,,S","91",",,S","72",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-09-27","83","H,,S","94",",,S","72",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-09-28","85","H,,S","100",",,S","72",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-09-29","83","H,,S","99",",,S","72",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-09-30","84","H,,S","95",",,S","73",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-10-01","82","H,,S","92",",,S","73",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-10-02","80","H,,S","91",",,S","73",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-10-03","79","H,,S","94",",,S","72",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-10-04","81","H,,S","91",",,S","72",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-10-05","82","H,,S","91",",,S","73",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-10-06","81","H,,S","91",",,S","72",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-10-07","81","H,,S","92",",,S","72",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-10-08","80","H,,S",,,,
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-10-09","82","H,,S","93",",,S","72",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-10-10","76","H,,S","94",",,S","72",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-10-11","80","H,,S","90",",,S","72",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-10-12","82","H,,S","97",",,S","72",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-10-13","81","H,,S","97",",,S","72",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-10-14","82","H,,S","92",",,S","72",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-10-15","82","H,,S","90",",,S","72",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-10-16","82","H,,S","90",",,S","72",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-10-17","83","H,,S","91",",,S","72",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-10-18","83","H,,S","91",",,S","72",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-10-19","83","H,,S","92",",,S","73",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-10-20","80","H,,S","92",",,S","72",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-10-21","82","H,,S","92",",,S","72",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-10-22","79","H,,S","92",",,S","72",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-10-23","79","H,,S","91",",,S","72",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-10-24","78","H,,S","90",",,S","72",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-10-25","78","H,,S","88",",,S","72",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-10-26","79","H,,S","88",",,S","72",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-10-27","79","H,,S","89",",,S","72",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-10-28","80","H,,S","92",",,S","71",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-10-29","81","H,,S","90",",,S","72",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-10-30","80","H,,S","91",",,S","73",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-10-31","80","H,,S","88",",,S","72",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-11-01","81","H,,S","87",",,S","72",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-11-02","80","H,,S","89",",,S","72",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-11-03","81","H,,S","92",",,S","72",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-11-04","79","H,,S","91",",,S","72",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-11-05","78","H,,S","90",",,S","72",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-11-06","79","H,,S","88",",,S","72",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-11-07","81","H,,S","90",",,S","72",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-11-08","80","H,,S","90",",,S","71",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-11-09","79","H,,S","87",",,S","71",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-11-10","79","H,,S","87",",,S","72",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-11-11","81","H,,S","88",",,S","72",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-11-12","79","H,,S","85",",,S","72",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-11-13","79","H,,S","85",",,S","72",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-11-14","78","H,,S","86",",,S","71",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-11-15","79","H,,S","87",",,S","71",",,S"
"DRM00078458","PUERTO PLATA, DR","19.75","-70.55","5.0","2003-11-16","80","H,,S","87",",,S","72",",,S"
